Site,Analyte,Sample.Date,ppt,lab.qual
Wilmington-James.A.Loughlin(Northside.WWTP,6.2,7/9/2019,,17
Wilmington-M'Kean.Maffitt(Southside.WWTP,6.2,7/9/2019,,82.5
Wilmington-M'Kean.Maffitt(Southside.WWTP,8.2,7/9/2019,,3.34
Wilmington-James.A.Loughlin(Northside.WWTP,8.2,7/9/2019,,3.43
Wilmington-M'Kean.Maffitt(Southside.WWTP,10.2,7/9/2019,,3.34
Wilmington-James.A.Loughlin(Northside.WWTP,10.2,7/9/2019,,3.43
Wilmington-M'Kean.Maffitt(Southside.WWTP,ADONA,7/9/2019,,1.74
Wilmington-James.A.Loughlin(Northside.WWTP,ADONA,7/9/2019,,1.79
Wilmington-M'Kean.Maffitt(Southside.WWTP,N.EtFOSA,7/9/2019,,3.47
Wilmington-James.A.Loughlin(Northside.WWTP,N.EtFOSA,7/9/2019,,3.57
Wilmington-James.A.Loughlin(Northside.WWTP,N.EtFOSAA,7/9/2019,,1.68
Cary.Western.Wake.Regional.Water.Reclamation.Facility,N.EtFOSAA,7/9/2019,,2.5
City.of.Reidsville,N.EtFOSAA,7/9/2019,,2.54
City.of.Mebane.WWTP,N.EtFOSAA,7/9/2019,,2.7
Wilmington-M'Kean.Maffitt(Southside.WWTP,N.EtFOSAA,7/9/2019,,3.47
Cary.Western.Wake.Regional.Water.Reclamation.Facility,N.MeFOSAA,7/9/2019,,2.5
City.of.Reidsville,N.MeFOSAA,7/9/2019,,2.54
City.of.Mebane.WWTP,N.MeFOSAA,7/9/2019,,2.7
Wilmington-M'Kean.Maffitt(Southside.WWTP,N.MeFOSAA,7/9/2019,,17.4
Wilmington-James.A.Loughlin(Northside.WWTP,N.MeFOSAA,7/9/2019,,17.9
Wilmington-M'Kean.Maffitt(Southside.WWTP,Nafion.Byproduct.1,7/9/2019,,3.47
Wilmington-James.A.Loughlin(Northside.WWTP,Nafion.Byproduct.1,7/9/2019,,3.57
Wilmington-James.A.Loughlin(Northside.WWTP,Nafion.Byproduct.2,7/9/2019,,3.57
Wilmington-M'Kean.Maffitt(Southside.WWTP,Nafion.Byproduct.2,7/9/2019,1.57,
Wilmington-James.A.Loughlin(Northside.WWTP,N.EtFOSE,7/9/2019,,1.79
Wilmington-M'Kean.Maffitt(Southside.WWTP,N.EtFOSE,7/9/2019,,8.69
Wilmington-M'Kean.Maffitt(Southside.WWTP,N.MeFOSA,7/9/2019,,17.4
Wilmington-James.A.Loughlin(Northside.WWTP,N.MeFOSA,7/9/2019,,17.9
Wilmington-James.A.Loughlin(Northside.WWTP,N.MeFOSE,7/9/2019,,1.79
Wilmington-M'Kean.Maffitt(Southside.WWTP,N.MeFOSE,7/9/2019,,8.69
Wilmington-M'Kean.Maffitt(Southside.WWTP,PF3ONS,7/9/2019,,1.62
Wilmington-James.A.Loughlin(Northside.WWTP,PF3ONS,7/9/2019,,1.66
Wilmington-M'Kean.Maffitt(Southside.WWTP,PF3OUdS,7/9/2019,,3.27
Wilmington-James.A.Loughlin(Northside.WWTP,PF3OUdS,7/9/2019,,3.36
City.of.Reidsville,PFBA,7/9/2019,,2.54
City.of.Mebane.WWTP,PFBA,7/9/2019,,2.7
Wilmington-James.A.Loughlin(Northside.WWTP,PFBA,7/9/2019,4.22,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFBA,7/9/2019,4.28,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFBA,7/9/2019,15,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFBS,7/9/2019,,1.1
City.of.Reidsville,PFBS,7/9/2019,,2.54
City.of.Mebane.WWTP,PFBS,7/9/2019,,2.7
Wilmington-James.A.Loughlin(Northside.WWTP,PFBS,7/9/2019,12.3,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFBS,7/9/2019,6.83,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFDA,7/9/2019,,1.74
Wilmington-James.A.Loughlin(Northside.WWTP,PFDA,7/9/2019,1.28,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFDA,7/9/2019,1.1,
City.of.Mebane.WWTP,PFDA,7/9/2019,5.16,
City.of.Reidsville,PFDA,7/9/2019,3.47,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFDoA,7/9/2019,,1.2
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFDoA,7/9/2019,,1.74
Wilmington-James.A.Loughlin(Northside.WWTP,PFDoA,7/9/2019,,1.79
City.of.Reidsville,PFDoA,7/9/2019,,2.54
City.of.Mebane.WWTP,PFDoA,7/9/2019,,2.7
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFDS,7/9/2019,,1.69
Wilmington-James.A.Loughlin(Northside.WWTP,PFDS,7/9/2019,,1.73
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFDS,7/9/2019,,2.4
City.of.Reidsville,PFDS,7/9/2019,,2.54
City.of.Mebane.WWTP,PFDS,7/9/2019,,2.7
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFECA.G,7/9/2019,,3.47
Wilmington-James.A.Loughlin(Northside.WWTP,PFECA.G,7/9/2019,,3.57
Wilmington-James.A.Loughlin(Northside.WWTP,PFHpA,7/9/2019,4.79,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHpA,7/9/2019,4.8,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFHpA,7/9/2019,3.6,
City.of.Mebane.WWTP,PFHpA,7/9/2019,5.84,
City.of.Reidsville,PFHpA,7/9/2019,7.34,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFHpS,7/9/2019,,1.1
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHpS,7/9/2019,,1.65
Wilmington-James.A.Loughlin(Northside.WWTP,PFHpS,7/9/2019,,1.7
City.of.Reidsville,PFHpS,7/9/2019,,2.54
City.of.Mebane.WWTP,PFHpS,7/9/2019,,2.7
Wilmington-James.A.Loughlin(Northside.WWTP,PFHxA,7/9/2019,14,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHxA,7/9/2019,13,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFHxA,7/9/2019,15,
City.of.Mebane.WWTP,PFHxA,7/9/2019,28,
City.of.Reidsville,PFHxA,7/9/2019,68.3,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHxDA,7/9/2019,,1.74
Wilmington-James.A.Loughlin(Northside.WWTP,PFHxDA,7/9/2019,,1.79
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFHxS,7/9/2019,,1.1
City.of.Reidsville,PFHxS,7/9/2019,,2.54
City.of.Mebane.WWTP,PFHxS,7/9/2019,,2.7
Wilmington-James.A.Loughlin(Northside.WWTP,PFHxS,7/9/2019,3.78,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFHxS,7/9/2019,3.41,
Wilmington-James.A.Loughlin(Northside.WWTP,PFMOAA,7/9/2019,43.1,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFMOAA,7/9/2019,52,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFMOBA,7/9/2019,,3.47
Wilmington-James.A.Loughlin(Northside.WWTP,PFMOBA,7/9/2019,,3.57
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFMOPrA,7/9/2019,,3.47
Wilmington-James.A.Loughlin(Northside.WWTP,PFMOPrA,7/9/2019,13.8,
City.of.Mebane.WWTP,PFNA,7/9/2019,,2.7
Wilmington-James.A.Loughlin(Northside.WWTP,PFNA,7/9/2019,1.27,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFNA,7/9/2019,0.683,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFNA,7/9/2019,0.41,
City.of.Reidsville,PFNA,7/9/2019,2.68,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFNS,7/9/2019,,1.67
Wilmington-James.A.Loughlin(Northside.WWTP,PFNS,7/9/2019,,1.71
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFNS,7/9/2019,,2.4
City.of.Reidsville,PFNS,7/9/2019,,2.54
City.of.Mebane.WWTP,PFNS,7/9/2019,,2.7
Wilmington-James.A.Loughlin(Northside.WWTP,PFO2HxA,7/9/2019,29.7,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFO2HxA,7/9/2019,36,
Wilmington-James.A.Loughlin(Northside.WWTP,PFO3OA,7/9/2019,12.9,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFO3OA,7/9/2019,15,
Wilmington-James.A.Loughlin(Northside.WWTP,PFO4DA,7/9/2019,2.61,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFO4DA,7/9/2019,4.27,
Wilmington-James.A.Loughlin(Northside.WWTP,PFOA,7/9/2019,6.61,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFOA,7/9/2019,4.89,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFOA,7/9/2019,4.4,
City.of.Mebane.WWTP,PFOA,7/9/2019,17.4,
City.of.Reidsville,PFOA,7/9/2019,19.9,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFOS,7/9/2019,,1.2
Wilmington-James.A.Loughlin(Northside.WWTP,PFOS,7/9/2019,8.83,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFOS,7/9/2019,13.4,
City.of.Mebane.WWTP,PFOS,7/9/2019,11.4,
City.of.Reidsville,PFOS,7/9/2019,17.3,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFOSA,7/9/2019,,1.62
Wilmington-James.A.Loughlin(Northside.WWTP,PFOSA,7/9/2019,,1.66
City.of.Reidsville,PFOSA,7/9/2019,,2.57
City.of.Mebane.WWTP,PFOSA,7/9/2019,,2.74
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFOSA,7/9/2019,,3
City.of.Reidsville,PFPeA,7/9/2019,,2.54
City.of.Mebane.WWTP,PFPeA,7/9/2019,,2.7
Wilmington-James.A.Loughlin(Northside.WWTP,PFPeA,7/9/2019,15.6,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFPeA,7/9/2019,15.1,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFPeA,7/9/2019,15,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFPeS,7/9/2019,,1.1
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFPeS,7/9/2019,,1.63
Wilmington-James.A.Loughlin(Northside.WWTP,PFPeS,7/9/2019,,1.68
City.of.Reidsville,PFPeS,7/9/2019,,2.54
City.of.Mebane.WWTP,PFPeS,7/9/2019,,2.7
Wilmington-James.A.Loughlin(Northside.WWTP,PFPrOPrA,7/9/2019,10.5,
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFPrOPrA,7/9/2019,11.7,
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFTeA,7/9/2019,,1.2
City.of.Reidsville,PFTeA,7/9/2019,,2.54
City.of.Mebane.WWTP,PFTeA,7/9/2019,,2.7
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFTeA,7/9/2019,,8.69
Wilmington-James.A.Loughlin(Northside.WWTP,PFTeA,7/9/2019,,8.93
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFTriA,7/9/2019,,1.2
City.of.Reidsville,PFTriA,7/9/2019,,2.54
City.of.Mebane.WWTP,PFTriA,7/9/2019,,2.7
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFTriA,7/9/2019,,8.69
Wilmington-James.A.Loughlin(Northside.WWTP,PFTriA,7/9/2019,,8.93
Cary.Western.Wake.Regional.Water.Reclamation.Facility,PFUnA,7/9/2019,,1.2
Wilmington-M'Kean.Maffitt(Southside.WWTP,PFUnA,7/9/2019,,1.74
Wilmington-James.A.Loughlin(Northside.WWTP,PFUnA,7/9/2019,,1.79
City.of.Reidsville,PFUnA,7/9/2019,,2.54
City.of.Mebane.WWTP,PFUnA,7/9/2019,,2.7
Town.of.Ramseur.WWTP,4.2,7/8/2019,,0.311
Sanford-Big.Buffalo.Creek.WWTP,4.2,7/8/2019,,0.316
Northeast.Brunswick.Regional,4.2,7/8/2019,,0.323
North.Harnett.Regional,4.2,7/8/2019,,
Town.of.Ramseur.WWTP,6.2,7/8/2019,,0.311
Northeast.Brunswick.Regional,6.2,7/8/2019,0.944,
North.Harnett.Regional,6.2,7/8/2019,,
Sanford-Big.Buffalo.Creek.WWTP,6.2,7/8/2019,80,
Town.of.Ramseur.WWTP,8.2,7/8/2019,,0.311
Northeast.Brunswick.Regional,8.2,7/8/2019,1.67,
North.Harnett.Regional,8.2,7/8/2019,,
Sanford-Big.Buffalo.Creek.WWTP,8.2,7/8/2019,1.78,
Town.of.Ramseur.WWTP,HFPO.DA,7/8/2019,,10.9
Sanford-Big.Buffalo.Creek.WWTP,HFPO.DA,7/8/2019,,11.06
Northeast.Brunswick.Regional,HFPO.DA,7/8/2019,,11.3
City.of.Durham-South.Durham.Water.Reclamation,HFPO.DA,7/8/2019,,43.07
North.Harnett.Regional,HFPO.DA,7/8/2019,,43.79
Town.of.Ramseur.WWTP,N.EtFOSAA,7/8/2019,,0.311
Sanford-Big.Buffalo.Creek.WWTP,N.EtFOSAA,7/8/2019,,0.316
Northeast.Brunswick.Regional,N.EtFOSAA,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,N.EtFOSAA,7/8/2019,,1.23
Siler.City.Waste.Water.Treatment.Plant,N.EtFOSAA,7/8/2019,,2.52
City.of.High.Point.Eastside.WWTP,N.EtFOSAA,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,N.EtFOSAA,7/8/2019,,2.88
Greensboro-TZ.Osborne.WRF,N.EtFOSAA,7/8/2019,,4.1
North.Harnett.Regional,N.EtFOSAA,7/8/2019,,
Town.of.Ramseur.WWTP,N.MeFOSAA,7/8/2019,,0.311
Sanford-Big.Buffalo.Creek.WWTP,N.MeFOSAA,7/8/2019,,0.316
Northeast.Brunswick.Regional,N.MeFOSAA,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,N.MeFOSAA,7/8/2019,,1.23
North.Harnett.Regional,N.MeFOSAA,7/8/2019,,1.25
Siler.City.Waste.Water.Treatment.Plant,N.MeFOSAA,7/8/2019,,2.52
City.of.High.Point.Eastside.WWTP,N.MeFOSAA,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,N.MeFOSAA,7/8/2019,,2.88
Greensboro-TZ.Osborne.WRF,N.MeFOSAA,7/8/2019,,4.1
Town.of.Ramseur.WWTP,PFBA,7/8/2019,,0.311
City.of.Durham-South.Durham.Water.Reclamation,PFBA,7/8/2019,,1.23
North.Harnett.Regional,PFBA,7/8/2019,,1.25
Siler.City.Waste.Water.Treatment.Plant,PFBA,7/8/2019,,2.52
City.of.High.Point.Eastside.WWTP,PFBA,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFBA,7/8/2019,,2.88
Northeast.Brunswick.Regional,PFBA,7/8/2019,10.6,
Greensboro-TZ.Osborne.WRF,PFBA,7/8/2019,3.1,
Sanford-Big.Buffalo.Creek.WWTP,PFBA,7/8/2019,12.1,
Town.of.Ramseur.WWTP,PFBS,7/8/2019,,0.311
Sanford-Big.Buffalo.Creek.WWTP,PFBS,7/8/2019,,0.316
Northeast.Brunswick.Regional,PFBS,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,PFBS,7/8/2019,,1.23
Siler.City.Waste.Water.Treatment.Plant,PFBS,7/8/2019,,2.52
City.of.High.Point.Eastside.WWTP,PFBS,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFBS,7/8/2019,,2.88
Greensboro-TZ.Osborne.WRF,PFBS,7/8/2019,2.5,
North.Harnett.Regional,PFBS,7/8/2019,4.65,
City.of.Durham-South.Durham.Water.Reclamation,PFDA,7/8/2019,,1.23
Siler.City.Waste.Water.Treatment.Plant,PFDA,7/8/2019,,2.52
City.of.High.Point.Eastside.WWTP,PFDA,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFDA,7/8/2019,1.87,
North.Harnett.Regional,PFDA,7/8/2019,1.04,
Northeast.Brunswick.Regional,PFDA,7/8/2019,2.45,
Greensboro-TZ.Osborne.WRF,PFDA,7/8/2019,2.9,
Town.of.Ramseur.WWTP,PFDA,7/8/2019,0.586,
Sanford-Big.Buffalo.Creek.WWTP,PFDA,7/8/2019,1.86,
Town.of.Ramseur.WWTP,PFDoA,7/8/2019,,0.311
Sanford-Big.Buffalo.Creek.WWTP,PFDoA,7/8/2019,,0.316
Northeast.Brunswick.Regional,PFDoA,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,PFDoA,7/8/2019,,1.23
Siler.City.Waste.Water.Treatment.Plant,PFDoA,7/8/2019,,2.52
Greensboro-TZ.Osborne.WRF,PFDoA,7/8/2019,,2.56
Durham.County.Triangle.Wastewater.Treatment.Plant,PFDoA,7/8/2019,,2.88
North.Harnett.Regional,PFDoA,7/8/2019,0.62,
Town.of.Ramseur.WWTP,PFDS,7/8/2019,,0.311
Sanford-Big.Buffalo.Creek.WWTP,PFDS,7/8/2019,,0.316
Northeast.Brunswick.Regional,PFDS,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,PFDS,7/8/2019,,1.23
North.Harnett.Regional,PFDS,7/8/2019,,1.25
Siler.City.Waste.Water.Treatment.Plant,PFDS,7/8/2019,,2.52
Greensboro-TZ.Osborne.WRF,PFDS,7/8/2019,,2.56
City.of.High.Point.Eastside.WWTP,PFDS,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFDS,7/8/2019,,2.88
Siler.City.Waste.Water.Treatment.Plant,PFHpA,7/8/2019,2.1,
Northeast.Brunswick.Regional,PFHpA,7/8/2019,11.7,
City.of.Durham-South.Durham.Water.Reclamation,PFHpA,7/8/2019,5.45,
Durham.County.Triangle.Wastewater.Treatment.Plant,PFHpA,7/8/2019,3.4,
Greensboro-TZ.Osborne.WRF,PFHpA,7/8/2019,6.5,
North.Harnett.Regional,PFHpA,7/8/2019,14.9,
City.of.High.Point.Eastside.WWTP,PFHpA,7/8/2019,6.62,
Town.of.Ramseur.WWTP,PFHpA,7/8/2019,1.24,
Sanford-Big.Buffalo.Creek.WWTP,PFHpA,7/8/2019,18.8,
Town.of.Ramseur.WWTP,PFHpS,7/8/2019,,0.311
Sanford-Big.Buffalo.Creek.WWTP,PFHpS,7/8/2019,,0.316
Northeast.Brunswick.Regional,PFHpS,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,PFHpS,7/8/2019,,1.23
North.Harnett.Regional,PFHpS,7/8/2019,,1.25
Siler.City.Waste.Water.Treatment.Plant,PFHpS,7/8/2019,,2.52
Greensboro-TZ.Osborne.WRF,PFHpS,7/8/2019,,2.56
City.of.High.Point.Eastside.WWTP,PFHpS,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFHpS,7/8/2019,,2.88
Sanford-Big.Buffalo.Creek.WWTP,PFHxA,7/8/2019,,0.316
Northeast.Brunswick.Regional,PFHxA,7/8/2019,27.9,
City.of.Durham-South.Durham.Water.Reclamation,PFHxA,7/8/2019,15.8,
Durham.County.Triangle.Wastewater.Treatment.Plant,PFHxA,7/8/2019,10.7,
Greensboro-TZ.Osborne.WRF,PFHxA,7/8/2019,24.7,
North.Harnett.Regional,PFHxA,7/8/2019,38.7,
City.of.High.Point.Eastside.WWTP,PFHxA,7/8/2019,18.4,
Town.of.Ramseur.WWTP,PFHxA,7/8/2019,6.97,
Siler.City.Waste.Water.Treatment.Plant,PFHxA,7/8/2019,9.94,
Town.of.Ramseur.WWTP,PFHxS,7/8/2019,,0.311
Northeast.Brunswick.Regional,PFHxS,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,PFHxS,7/8/2019,,1.23
North.Harnett.Regional,PFHxS,7/8/2019,,1.25
Durham.County.Triangle.Wastewater.Treatment.Plant,PFHxS,7/8/2019,,2.88
Siler.City.Waste.Water.Treatment.Plant,PFHxS,7/8/2019,2,
Greensboro-TZ.Osborne.WRF,PFHxS,7/8/2019,9.4,
City.of.High.Point.Eastside.WWTP,PFHxS,7/8/2019,11.3,
Sanford-Big.Buffalo.Creek.WWTP,PFHxS,7/8/2019,31.9,
Sanford-Big.Buffalo.Creek.WWTP,PFNA,7/8/2019,,0.316
Siler.City.Waste.Water.Treatment.Plant,PFNA,7/8/2019,,2.52
City.of.High.Point.Eastside.WWTP,PFNA,7/8/2019,,2.67
Greensboro-TZ.Osborne.WRF,PFNA,7/8/2019,,4.1
Durham.County.Triangle.Wastewater.Treatment.Plant,PFNA,7/8/2019,1.42,
Northeast.Brunswick.Regional,PFNA,7/8/2019,1.69,
City.of.Durham-South.Durham.Water.Reclamation,PFNA,7/8/2019,1.72,
North.Harnett.Regional,PFNA,7/8/2019,2.13,
Town.of.Ramseur.WWTP,PFNA,7/8/2019,0.782,
Town.of.Ramseur.WWTP,PFNS,7/8/2019,,0.31
Northeast.Brunswick.Regional,PFNS,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,PFNS,7/8/2019,,1.23
North.Harnett.Regional,PFNS,7/8/2019,,1.25
Siler.City.Waste.Water.Treatment.Plant,PFNS,7/8/2019,,2.52
Greensboro-TZ.Osborne.WRF,PFNS,7/8/2019,,2.56
City.of.High.Point.Eastside.WWTP,PFNS,7/8/2019,,2.672
Durham.County.Triangle.Wastewater.Treatment.Plant,PFNS,7/8/2019,,2.88
Sanford-Big.Buffalo.Creek.WWTP,PFNS,7/8/2019,2.51,
Northeast.Brunswick.Regional,PFOA,7/8/2019,12.9,
City.of.Durham-South.Durham.Water.Reclamation,PFOA,7/8/2019,10.7,
Durham.County.Triangle.Wastewater.Treatment.Plant,PFOA,7/8/2019,7.72,
Greensboro-TZ.Osborne.WRF,PFOA,7/8/2019,11.2,
North.Harnett.Regional,PFOA,7/8/2019,11.4,
City.of.High.Point.Eastside.WWTP,PFOA,7/8/2019,14.2,
Town.of.Ramseur.WWTP,PFOA,7/8/2019,2.93,
Sanford-Big.Buffalo.Creek.WWTP,PFOA,7/8/2019,11.6,
Siler.City.Waste.Water.Treatment.Plant,PFOA,7/8/2019,5.49,
Northeast.Brunswick.Regional,PFOS,7/8/2019,14.8,
City.of.Durham-South.Durham.Water.Reclamation,PFOS,7/8/2019,14.9,
Durham.County.Triangle.Wastewater.Treatment.Plant,PFOS,7/8/2019,11,
Greensboro-TZ.Osborne.WRF,PFOS,7/8/2019,25.6,
North.Harnett.Regional,PFOS,7/8/2019,29.4,
City.of.High.Point.Eastside.WWTP,PFOS,7/8/2019,27.7,
Town.of.Ramseur.WWTP,PFOS,7/8/2019,6.52,
Sanford-Big.Buffalo.Creek.WWTP,PFOS,7/8/2019,46.3,
Siler.City.Waste.Water.Treatment.Plant,PFOS,7/8/2019,5.66,
Town.of.Ramseur.WWTP,PFOSA,7/8/2019,,0.316
Sanford-Big.Buffalo.Creek.WWTP,PFOSA,7/8/2019,,0.32
Northeast.Brunswick.Regional,PFOSA,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,PFOSA,7/8/2019,,1.25
North.Harnett.Regional,PFOSA,7/8/2019,,1.27
Greensboro-TZ.Osborne.WRF,PFOSA,7/8/2019,,2.56
Siler.City.Waste.Water.Treatment.Plant,PFOSA,7/8/2019,,2.56
City.of.High.Point.Eastside.WWTP,PFOSA,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFOSA,7/8/2019,,2.92
City.of.Durham-South.Durham.Water.Reclamation,PFPeA,7/8/2019,,1.23
North.Harnett.Regional,PFPeA,7/8/2019,,1.25
Northeast.Brunswick.Regional,PFPeA,7/8/2019,77.8,
Durham.County.Triangle.Wastewater.Treatment.Plant,PFPeA,7/8/2019,36.4,
Greensboro-TZ.Osborne.WRF,PFPeA,7/8/2019,22,
City.of.High.Point.Eastside.WWTP,PFPeA,7/8/2019,27.1,
Town.of.Ramseur.WWTP,PFPeA,7/8/2019,41.8,
Sanford-Big.Buffalo.Creek.WWTP,PFPeA,7/8/2019,50.8,
Siler.City.Waste.Water.Treatment.Plant,PFPeA,7/8/2019,14.5,
Town.of.Ramseur.WWTP,PFPeS,7/8/2019,,0.311
Sanford-Big.Buffalo.Creek.WWTP,PFPeS,7/8/2019,,0.316
Northeast.Brunswick.Regional,PFPeS,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,PFPeS,7/8/2019,,1.23
North.Harnett.Regional,PFPeS,7/8/2019,,1.25
Siler.City.Waste.Water.Treatment.Plant,PFPeS,7/8/2019,,2.52
Greensboro-TZ.Osborne.WRF,PFPeS,7/8/2019,,2.56
City.of.High.Point.Eastside.WWTP,PFPeS,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFPeS,7/8/2019,,2.88
Sanford-Big.Buffalo.Creek.WWTP,PFTeA,7/8/2019,,0.316
City.of.Durham-South.Durham.Water.Reclamation,PFTeA,7/8/2019,,1.23
Siler.City.Waste.Water.Treatment.Plant,PFTeA,7/8/2019,,2.52
Greensboro-TZ.Osborne.WRF,PFTeA,7/8/2019,,2.56
City.of.High.Point.Eastside.WWTP,PFTeA,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFTeA,7/8/2019,,2.88
North.Harnett.Regional,PFTeA,7/8/2019,0.964,
Northeast.Brunswick.Regional,PFTeA,7/8/2019,1.13,
Town.of.Ramseur.WWTP,PFTeA,7/8/2019,0.761,
Sanford-Big.Buffalo.Creek.WWTP,PFTriA,7/8/2019,,0.316
City.of.Durham-South.Durham.Water.Reclamation,PFTriA,7/8/2019,,1.23
Siler.City.Waste.Water.Treatment.Plant,PFTriA,7/8/2019,,2.52
Greensboro-TZ.Osborne.WRF,PFTriA,7/8/2019,,2.56
City.of.High.Point.Eastside.WWTP,PFTriA,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFTriA,7/8/2019,,2.88
North.Harnett.Regional,PFTriA,7/8/2019,0.656,
Northeast.Brunswick.Regional,PFTriA,7/8/2019,0.155,
Town.of.Ramseur.WWTP,PFTriA,7/8/2019,,0.311
Town.of.Ramseur.WWTP,PFUnA,7/8/2019,,0.311
Sanford-Big.Buffalo.Creek.WWTP,PFUnA,7/8/2019,,0.316
Northeast.Brunswick.Regional,PFUnA,7/8/2019,,0.323
City.of.Durham-South.Durham.Water.Reclamation,PFUnA,7/8/2019,,1.23
North.Harnett.Regional,PFUnA,7/8/2019,,1.25
Siler.City.Waste.Water.Treatment.Plant,PFUnA,7/8/2019,,2.52
Greensboro-TZ.Osborne.WRF,PFUnA,7/8/2019,,2.56
City.of.High.Point.Eastside.WWTP,PFUnA,7/8/2019,,2.67
Durham.County.Triangle.Wastewater.Treatment.Plant,PFUnA,7/8/2019,,2.88
