"Site","Analyte","Sample.Date","ppt","lab.qual","chain.length","lat","long"
"Siler.City.Waste.Water.Treatment.Plant","N.EtFOSAA",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"City.of.High.Point.Eastside.WWTP","N.EtFOSAA",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","N.EtFOSAA",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
"Greensboro-TZ.Osborne.WRF","N.EtFOSAA",2019-07-08,NA,4.1,"long",36.09864301,-79.68893648
"North.Harnett.Regional","N.EtFOSAA",2019-07-08,NA,NA,"long",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","N.MeFOSAA",2019-07-08,NA,0.311,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","N.MeFOSAA",2019-07-08,NA,0.316,"long",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","N.MeFOSAA",2019-07-08,NA,0.323,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","N.MeFOSAA",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"North.Harnett.Regional","N.MeFOSAA",2019-07-08,NA,1.25,"long",35.40727843,-78.8203801
"Siler.City.Waste.Water.Treatment.Plant","N.MeFOSAA",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"City.of.High.Point.Eastside.WWTP","N.MeFOSAA",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","N.MeFOSAA",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
"Greensboro-TZ.Osborne.WRF","N.MeFOSAA",2019-07-08,NA,4.1,"long",36.09864301,-79.68893648
"Town.of.Ramseur.WWTP","PFBA",2019-07-08,NA,0.311,"short",35.72183182,-79.65364379
"City.of.Durham-South.Durham.Water.Reclamation","PFBA",2019-07-08,NA,1.23,"short",35.90402079,-78.97846588
"North.Harnett.Regional","PFBA",2019-07-08,NA,1.25,"short",35.40727843,-78.8203801
"Siler.City.Waste.Water.Treatment.Plant","PFBA",2019-07-08,NA,2.52,"short",35.72833511,-79.42704286
"City.of.High.Point.Eastside.WWTP","PFBA",2019-07-08,NA,2.67,"short",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFBA",2019-07-08,NA,2.88,"short",35.8802467,-78.8932025
"Northeast.Brunswick.Regional","PFBA",2019-07-08,10.6,NA,"short",34.27175034,-78.0055035
"Greensboro-TZ.Osborne.WRF","PFBA",2019-07-08,3.1,NA,"short",36.09864301,-79.68893648
"Sanford-Big.Buffalo.Creek.WWTP","PFBA",2019-07-08,12.1,NA,"short",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFBS",2019-07-08,NA,0.311,"short",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFBS",2019-07-08,NA,0.316,"short",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","PFBS",2019-07-08,NA,0.323,"short",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFBS",2019-07-08,NA,1.23,"short",35.90402079,-78.97846588
"Siler.City.Waste.Water.Treatment.Plant","PFBS",2019-07-08,NA,2.52,"short",35.72833511,-79.42704286
"City.of.High.Point.Eastside.WWTP","PFBS",2019-07-08,NA,2.67,"short",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFBS",2019-07-08,NA,2.88,"short",35.8802467,-78.8932025
"Greensboro-TZ.Osborne.WRF","PFBS",2019-07-08,2.5,NA,"short",36.09864301,-79.68893648
"North.Harnett.Regional","PFBS",2019-07-08,4.65,NA,"short",35.40727843,-78.8203801
"City.of.Durham-South.Durham.Water.Reclamation","PFDA",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"Siler.City.Waste.Water.Treatment.Plant","PFDA",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"City.of.High.Point.Eastside.WWTP","PFDA",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFDA",2019-07-08,1.87,NA,"long",35.8802467,-78.8932025
"North.Harnett.Regional","PFDA",2019-07-08,1.04,NA,"long",35.40727843,-78.8203801
"Northeast.Brunswick.Regional","PFDA",2019-07-08,2.45,NA,"long",34.27175034,-78.0055035
"Greensboro-TZ.Osborne.WRF","PFDA",2019-07-08,2.9,NA,"long",36.09864301,-79.68893648
"Town.of.Ramseur.WWTP","PFDA",2019-07-08,0.586,NA,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFDA",2019-07-08,1.86,NA,"long",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFDoA",2019-07-08,NA,0.311,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFDoA",2019-07-08,NA,0.316,"long",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","PFDoA",2019-07-08,NA,0.323,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFDoA",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"Siler.City.Waste.Water.Treatment.Plant","PFDoA",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"Greensboro-TZ.Osborne.WRF","PFDoA",2019-07-08,NA,2.56,"long",36.09864301,-79.68893648
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFDoA",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
"North.Harnett.Regional","PFDoA",2019-07-08,0.62,NA,"long",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","PFDS",2019-07-08,NA,0.311,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFDS",2019-07-08,NA,0.316,"long",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","PFDS",2019-07-08,NA,0.323,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFDS",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"North.Harnett.Regional","PFDS",2019-07-08,NA,1.25,"long",35.40727843,-78.8203801
"Siler.City.Waste.Water.Treatment.Plant","PFDS",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"Greensboro-TZ.Osborne.WRF","PFDS",2019-07-08,NA,2.56,"long",36.09864301,-79.68893648
"City.of.High.Point.Eastside.WWTP","PFDS",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFDS",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
"Siler.City.Waste.Water.Treatment.Plant","PFHpA",2019-07-08,2.1,NA,"short",35.72833511,-79.42704286
"Northeast.Brunswick.Regional","PFHpA",2019-07-08,11.7,NA,"short",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFHpA",2019-07-08,5.45,NA,"short",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFHpA",2019-07-08,3.4,NA,"short",35.8802467,-78.8932025
"Greensboro-TZ.Osborne.WRF","PFHpA",2019-07-08,6.5,NA,"short",36.09864301,-79.68893648
"North.Harnett.Regional","PFHpA",2019-07-08,14.9,NA,"short",35.40727843,-78.8203801
"City.of.High.Point.Eastside.WWTP","PFHpA",2019-07-08,6.62,NA,"short",35.94262001,-79.90908086
"Town.of.Ramseur.WWTP","PFHpA",2019-07-08,1.24,NA,"short",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFHpA",2019-07-08,18.8,NA,"short",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFHpS",2019-07-08,NA,0.311,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFHpS",2019-07-08,NA,0.316,"long",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","PFHpS",2019-07-08,NA,0.323,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFHpS",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"North.Harnett.Regional","PFHpS",2019-07-08,NA,1.25,"long",35.40727843,-78.8203801
"Siler.City.Waste.Water.Treatment.Plant","PFHpS",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"Greensboro-TZ.Osborne.WRF","PFHpS",2019-07-08,NA,2.56,"long",36.09864301,-79.68893648
"City.of.High.Point.Eastside.WWTP","PFHpS",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFHpS",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
"Sanford-Big.Buffalo.Creek.WWTP","PFHxA",2019-07-08,NA,0.316,"short",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","PFHxA",2019-07-08,27.9,NA,"short",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFHxA",2019-07-08,15.8,NA,"short",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFHxA",2019-07-08,10.7,NA,"short",35.8802467,-78.8932025
"Greensboro-TZ.Osborne.WRF","PFHxA",2019-07-08,24.7,NA,"short",36.09864301,-79.68893648
"North.Harnett.Regional","PFHxA",2019-07-08,38.7,NA,"short",35.40727843,-78.8203801
"City.of.High.Point.Eastside.WWTP","PFHxA",2019-07-08,18.4,NA,"short",35.94262001,-79.90908086
"Town.of.Ramseur.WWTP","PFHxA",2019-07-08,6.97,NA,"short",35.72183182,-79.65364379
"Siler.City.Waste.Water.Treatment.Plant","PFHxA",2019-07-08,9.94,NA,"short",35.72833511,-79.42704286
"Town.of.Ramseur.WWTP","PFHxS",2019-07-08,NA,0.311,"long",35.72183182,-79.65364379
"Northeast.Brunswick.Regional","PFHxS",2019-07-08,NA,0.323,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFHxS",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"North.Harnett.Regional","PFHxS",2019-07-08,NA,1.25,"long",35.40727843,-78.8203801
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFHxS",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
"Siler.City.Waste.Water.Treatment.Plant","PFHxS",2019-07-08,2,NA,"long",35.72833511,-79.42704286
"Greensboro-TZ.Osborne.WRF","PFHxS",2019-07-08,9.4,NA,"long",36.09864301,-79.68893648
"City.of.High.Point.Eastside.WWTP","PFHxS",2019-07-08,11.3,NA,"long",35.94262001,-79.90908086
"Sanford-Big.Buffalo.Creek.WWTP","PFHxS",2019-07-08,31.9,NA,"long",35.54719755,-79.21987282
"Sanford-Big.Buffalo.Creek.WWTP","PFNA",2019-07-08,NA,0.316,"long",35.54719755,-79.21987282
"Siler.City.Waste.Water.Treatment.Plant","PFNA",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"City.of.High.Point.Eastside.WWTP","PFNA",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Greensboro-TZ.Osborne.WRF","PFNA",2019-07-08,NA,4.1,"long",36.09864301,-79.68893648
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFNA",2019-07-08,1.42,NA,"long",35.8802467,-78.8932025
"Northeast.Brunswick.Regional","PFNA",2019-07-08,1.69,NA,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFNA",2019-07-08,1.72,NA,"long",35.90402079,-78.97846588
"North.Harnett.Regional","PFNA",2019-07-08,2.13,NA,"long",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","PFNA",2019-07-08,0.782,NA,"long",35.72183182,-79.65364379
"Town.of.Ramseur.WWTP","PFNS",2019-07-08,NA,0.31,"long",35.72183182,-79.65364379
"Northeast.Brunswick.Regional","PFNS",2019-07-08,NA,0.323,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFNS",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"North.Harnett.Regional","PFNS",2019-07-08,NA,1.25,"long",35.40727843,-78.8203801
"Siler.City.Waste.Water.Treatment.Plant","PFNS",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"Greensboro-TZ.Osborne.WRF","PFNS",2019-07-08,NA,2.56,"long",36.09864301,-79.68893648
"City.of.High.Point.Eastside.WWTP","PFNS",2019-07-08,NA,2.672,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFNS",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
"Sanford-Big.Buffalo.Creek.WWTP","PFNS",2019-07-08,2.51,NA,"long",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","PFOA",2019-07-08,12.9,NA,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFOA",2019-07-08,10.7,NA,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFOA",2019-07-08,7.72,NA,"long",35.8802467,-78.8932025
"Greensboro-TZ.Osborne.WRF","PFOA",2019-07-08,11.2,NA,"long",36.09864301,-79.68893648
"North.Harnett.Regional","PFOA",2019-07-08,11.4,NA,"long",35.40727843,-78.8203801
"City.of.High.Point.Eastside.WWTP","PFOA",2019-07-08,14.2,NA,"long",35.94262001,-79.90908086
"Town.of.Ramseur.WWTP","PFOA",2019-07-08,2.93,NA,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFOA",2019-07-08,11.6,NA,"long",35.54719755,-79.21987282
"Siler.City.Waste.Water.Treatment.Plant","PFOA",2019-07-08,5.49,NA,"long",35.72833511,-79.42704286
"Northeast.Brunswick.Regional","PFOS",2019-07-08,14.8,NA,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFOS",2019-07-08,14.9,NA,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFOS",2019-07-08,11,NA,"long",35.8802467,-78.8932025
"Greensboro-TZ.Osborne.WRF","PFOS",2019-07-08,25.6,NA,"long",36.09864301,-79.68893648
"North.Harnett.Regional","PFOS",2019-07-08,29.4,NA,"long",35.40727843,-78.8203801
"City.of.High.Point.Eastside.WWTP","PFOS",2019-07-08,27.7,NA,"long",35.94262001,-79.90908086
"Town.of.Ramseur.WWTP","PFOS",2019-07-08,6.52,NA,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFOS",2019-07-08,46.3,NA,"long",35.54719755,-79.21987282
"Siler.City.Waste.Water.Treatment.Plant","PFOS",2019-07-08,5.66,NA,"long",35.72833511,-79.42704286
"Town.of.Ramseur.WWTP","PFOSA",2019-07-08,NA,0.316,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFOSA",2019-07-08,NA,0.32,"long",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","PFOSA",2019-07-08,NA,0.323,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFOSA",2019-07-08,NA,1.25,"long",35.90402079,-78.97846588
"North.Harnett.Regional","PFOSA",2019-07-08,NA,1.27,"long",35.40727843,-78.8203801
"Greensboro-TZ.Osborne.WRF","PFOSA",2019-07-08,NA,2.56,"long",36.09864301,-79.68893648
"Siler.City.Waste.Water.Treatment.Plant","PFOSA",2019-07-08,NA,2.56,"long",35.72833511,-79.42704286
"City.of.High.Point.Eastside.WWTP","PFOSA",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFOSA",2019-07-08,NA,2.92,"long",35.8802467,-78.8932025
"City.of.Durham-South.Durham.Water.Reclamation","PFPeA",2019-07-08,NA,1.23,"short",35.90402079,-78.97846588
"North.Harnett.Regional","PFPeA",2019-07-08,NA,1.25,"short",35.40727843,-78.8203801
"Northeast.Brunswick.Regional","PFPeA",2019-07-08,77.8,NA,"short",34.27175034,-78.0055035
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFPeA",2019-07-08,36.4,NA,"short",35.8802467,-78.8932025
"Greensboro-TZ.Osborne.WRF","PFPeA",2019-07-08,22,NA,"short",36.09864301,-79.68893648
"City.of.High.Point.Eastside.WWTP","PFPeA",2019-07-08,27.1,NA,"short",35.94262001,-79.90908086
"Town.of.Ramseur.WWTP","PFPeA",2019-07-08,41.8,NA,"short",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFPeA",2019-07-08,50.8,NA,"short",35.54719755,-79.21987282
"Siler.City.Waste.Water.Treatment.Plant","PFPeA",2019-07-08,14.5,NA,"short",35.72833511,-79.42704286
"Town.of.Ramseur.WWTP","PFPeS",2019-07-08,NA,0.311,"short",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFPeS",2019-07-08,NA,0.316,"short",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","PFPeS",2019-07-08,NA,0.323,"short",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFPeS",2019-07-08,NA,1.23,"short",35.90402079,-78.97846588
"North.Harnett.Regional","PFPeS",2019-07-08,NA,1.25,"short",35.40727843,-78.8203801
"Siler.City.Waste.Water.Treatment.Plant","PFPeS",2019-07-08,NA,2.52,"short",35.72833511,-79.42704286
"Greensboro-TZ.Osborne.WRF","PFPeS",2019-07-08,NA,2.56,"short",36.09864301,-79.68893648
"City.of.High.Point.Eastside.WWTP","PFPeS",2019-07-08,NA,2.67,"short",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFPeS",2019-07-08,NA,2.88,"short",35.8802467,-78.8932025
"Sanford-Big.Buffalo.Creek.WWTP","PFTeA",2019-07-08,NA,0.316,"long",35.54719755,-79.21987282
"City.of.Durham-South.Durham.Water.Reclamation","PFTeA",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"Siler.City.Waste.Water.Treatment.Plant","PFTeA",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"Greensboro-TZ.Osborne.WRF","PFTeA",2019-07-08,NA,2.56,"long",36.09864301,-79.68893648
"City.of.High.Point.Eastside.WWTP","PFTeA",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFTeA",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
"North.Harnett.Regional","PFTeA",2019-07-08,0.964,NA,"long",35.40727843,-78.8203801
"Northeast.Brunswick.Regional","PFTeA",2019-07-08,1.13,NA,"long",34.27175034,-78.0055035
"Town.of.Ramseur.WWTP","PFTeA",2019-07-08,0.761,NA,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFTriA",2019-07-08,NA,0.316,"long",35.54719755,-79.21987282
"City.of.Durham-South.Durham.Water.Reclamation","PFTriA",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"Siler.City.Waste.Water.Treatment.Plant","PFTriA",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"Greensboro-TZ.Osborne.WRF","PFTriA",2019-07-08,NA,2.56,"long",36.09864301,-79.68893648
"City.of.High.Point.Eastside.WWTP","PFTriA",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFTriA",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
"North.Harnett.Regional","PFTriA",2019-07-08,0.656,NA,"long",35.40727843,-78.8203801
"Northeast.Brunswick.Regional","PFTriA",2019-07-08,0.155,NA,"long",34.27175034,-78.0055035
"Town.of.Ramseur.WWTP","PFTriA",2019-07-08,NA,0.311,"long",35.72183182,-79.65364379
"Town.of.Ramseur.WWTP","PFUnA",2019-07-08,NA,0.311,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFUnA",2019-07-08,NA,0.316,"long",35.54719755,-79.21987282
"Northeast.Brunswick.Regional","PFUnA",2019-07-08,NA,0.323,"long",34.27175034,-78.0055035
"City.of.Durham-South.Durham.Water.Reclamation","PFUnA",2019-07-08,NA,1.23,"long",35.90402079,-78.97846588
"North.Harnett.Regional","PFUnA",2019-07-08,NA,1.25,"long",35.40727843,-78.8203801
"Siler.City.Waste.Water.Treatment.Plant","PFUnA",2019-07-08,NA,2.52,"long",35.72833511,-79.42704286
"Greensboro-TZ.Osborne.WRF","PFUnA",2019-07-08,NA,2.56,"long",36.09864301,-79.68893648
"City.of.High.Point.Eastside.WWTP","PFUnA",2019-07-08,NA,2.67,"long",35.94262001,-79.90908086
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFUnA",2019-07-08,NA,2.88,"long",35.8802467,-78.8932025
