"Site","Analyte","Sample.Date","ppt","lab.qual","chain.length","lat","long"
"City.of.Reidsville","PFTeA",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFTriA",2019-08-07,NA,10.1,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFTriA",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFTriA",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFUnA",2019-08-07,NA,2.03,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFUnA",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFUnA",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Town.of.Ramseur.WWTP","4.2",2019-08-06,NA,1.25,"short",35.72183182,-79.65364379
"North.Harnett.Regional","4.2",2019-08-06,NA,4.91,"short",35.40727843,-78.8203801
"Sanford-Big.Buffalo.Creek.WWTP","4.2",2019-08-06,1.25,NA,"short",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","6.2",2019-08-06,NA,1.25,"short",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","6.2",2019-08-06,NA,1.27,"short",35.54719755,-79.21987282
"North.Harnett.Regional","6.2",2019-08-06,1.08,NA,"short",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","8.2",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"North.Harnett.Regional","8.2",2019-08-06,0.53,NA,"long",35.40727843,-78.8203801
"Sanford-Big.Buffalo.Creek.WWTP","8.2",2019-08-06,6.09,NA,"long",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","HFPO.DA",2019-08-06,NA,43.9,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","HFPO.DA",2019-08-06,NA,44.52,"long",35.54719755,-79.21987282
"North.Harnett.Regional","HFPO.DA",2019-08-06,NA,172,"long",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","N.EtFOSAA",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"East.Burlington.WWTP","N.EtFOSAA",2019-08-06,NA,4.88,"long",36.09382721,-79.37771112
"North.Harnett.Regional","N.EtFOSAA",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","N.EtFOSAA",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","N.EtFOSAA",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"Sanford-Big.Buffalo.Creek.WWTP","N.EtFOSAA",2019-08-06,0.134,NA,"long",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","N.MeFOSAA",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","N.MeFOSAA",2019-08-06,NA,1.27,"long",35.54719755,-79.21987282
"North.Harnett.Regional","N.MeFOSAA",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","N.MeFOSAA",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","N.MeFOSAA",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"East.Burlington.WWTP","N.MeFOSAA",2019-08-06,16.1,NA,"long",36.09382721,-79.37771112
"Town.of.Ramseur.WWTP","PFBA",2019-08-06,NA,1.25,"short",35.72183182,-79.65364379
"South.Burlington.WWTP","PFBA",2019-08-06,NA,5.07,"short",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFBA",2019-08-06,NA,10.1,"short",35.72833511,-79.42704286
"East.Burlington.WWTP","PFBA",2019-08-06,141,NA,"short",36.09382721,-79.37771112
"North.Harnett.Regional","PFBA",2019-08-06,9.38,NA,"short",35.40727843,-78.8203801
"Sanford-Big.Buffalo.Creek.WWTP","PFBA",2019-08-06,15.4,NA,"short",35.54719755,-79.21987282
"Sanford-Big.Buffalo.Creek.WWTP","PFBS",2019-08-06,NA,1.27,"short",35.54719755,-79.21987282
"East.Burlington.WWTP","PFBS",2019-08-06,NA,4.88,"short",36.09382721,-79.37771112
"North.Harnett.Regional","PFBS",2019-08-06,NA,4.91,"short",35.40727843,-78.8203801
"South.Burlington.WWTP","PFBS",2019-08-06,NA,5.07,"short",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFBS",2019-08-06,NA,10.1,"short",35.72833511,-79.42704286
"Town.of.Ramseur.WWTP","PFBS",2019-08-06,344,NA,"short",35.72183182,-79.65364379
"Town.of.Ramseur.WWTP","PFDA",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"Siler.City.Waste.Water.Treatment.Plant","PFDA",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"North.Harnett.Regional","PFDA",2019-08-06,0.297,NA,"long",35.40727843,-78.8203801
"East.Burlington.WWTP","PFDA",2019-08-06,25.3,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFDA",2019-08-06,7.2,NA,"long",36.02454813,-79.36944141
"Sanford-Big.Buffalo.Creek.WWTP","PFDA",2019-08-06,1.85,NA,"long",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFDoA",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFDoA",2019-08-06,NA,1.27,"long",35.54719755,-79.21987282
"North.Harnett.Regional","PFDoA",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","PFDoA",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFDoA",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"East.Burlington.WWTP","PFDoA",2019-08-06,7.47,NA,"long",36.09382721,-79.37771112
"Town.of.Ramseur.WWTP","PFDS",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFDS",2019-08-06,NA,1.27,"long",35.54719755,-79.21987282
"East.Burlington.WWTP","PFDS",2019-08-06,NA,4.88,"long",36.09382721,-79.37771112
"North.Harnett.Regional","PFDS",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","PFDS",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFDS",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"Town.of.Ramseur.WWTP","PFHpA",2019-08-06,NA,1.25,"short",35.72183182,-79.65364379
"Siler.City.Waste.Water.Treatment.Plant","PFHpA",2019-08-06,0.717,NA,"short",35.72833511,-79.42704286
"East.Burlington.WWTP","PFHpA",2019-08-06,845,NA,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHpA",2019-08-06,7.29,NA,"short",36.02454813,-79.36944141
"North.Harnett.Regional","PFHpA",2019-08-06,12.5,NA,"short",35.40727843,-78.8203801
"Sanford-Big.Buffalo.Creek.WWTP","PFHpA",2019-08-06,77.5,NA,"short",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFHpS",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFHpS",2019-08-06,NA,1.27,"long",35.54719755,-79.21987282
"East.Burlington.WWTP","PFHpS",2019-08-06,NA,4.88,"long",36.09382721,-79.37771112
"North.Harnett.Regional","PFHpS",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","PFHpS",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFHpS",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"Siler.City.Waste.Water.Treatment.Plant","PFHxA",2019-08-06,5.89,NA,"short",35.72833511,-79.42704286
"East.Burlington.WWTP","PFHxA",2019-08-06,706,NA,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHxA",2019-08-06,27.7,NA,"short",36.02454813,-79.36944141
"North.Harnett.Regional","PFHxA",2019-08-06,22.9,NA,"short",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","PFHxA",2019-08-06,4.77,NA,"short",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFHxA",2019-08-06,44.2,NA,"short",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFHxS",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"South.Burlington.WWTP","PFHxS",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFHxS",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"East.Burlington.WWTP","PFHxS",2019-08-06,16.1,NA,"long",36.09382721,-79.37771112
"North.Harnett.Regional","PFHxS",2019-08-06,5.31,NA,"long",35.40727843,-78.8203801
"Sanford-Big.Buffalo.Creek.WWTP","PFHxS",2019-08-06,6.38,NA,"long",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFNA",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"South.Burlington.WWTP","PFNA",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFNA",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"North.Harnett.Regional","PFNA",2019-08-06,0.551,NA,"long",35.40727843,-78.8203801
"East.Burlington.WWTP","PFNA",2019-08-06,10.6,NA,"long",36.09382721,-79.37771112
"Sanford-Big.Buffalo.Creek.WWTP","PFNA",2019-08-06,2.25,NA,"long",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFNS",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFNS",2019-08-06,NA,1.27,"long",35.54719755,-79.21987282
"East.Burlington.WWTP","PFNS",2019-08-06,NA,4.88,"long",36.09382721,-79.37771112
"North.Harnett.Regional","PFNS",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","PFNS",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFNS",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"Siler.City.Waste.Water.Treatment.Plant","PFOA",2019-08-06,4.02,NA,"long",35.72833511,-79.42704286
"East.Burlington.WWTP","PFOA",2019-08-06,64.6,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFOA",2019-08-06,22.9,NA,"long",36.02454813,-79.36944141
"North.Harnett.Regional","PFOA",2019-08-06,7.29,NA,"long",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","PFOA",2019-08-06,2,NA,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFOA",2019-08-06,11.5,NA,"long",35.54719755,-79.21987282
"Siler.City.Waste.Water.Treatment.Plant","PFOS",2019-08-06,3.84,NA,"long",35.72833511,-79.42704286
"East.Burlington.WWTP","PFOS",2019-08-06,56.4,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFOS",2019-08-06,6.57,NA,"long",36.02454813,-79.36944141
"North.Harnett.Regional","PFOS",2019-08-06,18.5,NA,"long",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","PFOS",2019-08-06,45.7,NA,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFOS",2019-08-06,40.8,NA,"long",35.54719755,-79.21987282
"Sanford-Big.Buffalo.Creek.WWTP","PFOSA",2019-08-06,NA,0.322,"long",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFOSA",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"East.Burlington.WWTP","PFOSA",2019-08-06,NA,4.88,"long",36.09382721,-79.37771112
"North.Harnett.Regional","PFOSA",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","PFOSA",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFOSA",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"Sanford-Big.Buffalo.Creek.WWTP","PFPeA",2019-08-06,75.7,NA,"short",35.54719755,-79.21987282
"East.Burlington.WWTP","PFPeA",2019-08-06,523,NA,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFPeA",2019-08-06,107,NA,"short",36.02454813,-79.36944141
"North.Harnett.Regional","PFPeA",2019-08-06,55.7,NA,"short",35.40727843,-78.8203801
"Town.of.Ramseur.WWTP","PFPeA",2019-08-06,103,NA,"short",35.72183182,-79.65364379
"Siler.City.Waste.Water.Treatment.Plant","PFPeA",2019-08-06,13,NA,"short",35.72833511,-79.42704286
"Town.of.Ramseur.WWTP","PFPeS",2019-08-06,NA,1.25,"short",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFPeS",2019-08-06,NA,1.27,"short",35.54719755,-79.21987282
"East.Burlington.WWTP","PFPeS",2019-08-06,NA,4.88,"short",36.09382721,-79.37771112
"North.Harnett.Regional","PFPeS",2019-08-06,NA,4.91,"short",35.40727843,-78.8203801
"South.Burlington.WWTP","PFPeS",2019-08-06,NA,5.07,"short",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFPeS",2019-08-06,NA,10.1,"short",35.72833511,-79.42704286
"East.Burlington.WWTP","PFTeA",2019-08-06,NA,4.88,"long",36.09382721,-79.37771112
"North.Harnett.Regional","PFTeA",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","PFTeA",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFTeA",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"Sanford-Big.Buffalo.Creek.WWTP","PFTeA",2019-08-06,0.239,NA,"long",35.54719755,-79.21987282
"Town.of.Ramseur.WWTP","PFTeA",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFTriA",2019-08-06,NA,1.27,"long",35.54719755,-79.21987282
"East.Burlington.WWTP","PFTriA",2019-08-06,NA,4.88,"long",36.09382721,-79.37771112
"North.Harnett.Regional","PFTriA",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","PFTriA",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFTriA",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"Town.of.Ramseur.WWTP","PFTriA",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"Town.of.Ramseur.WWTP","PFUnA",2019-08-06,NA,1.25,"long",35.72183182,-79.65364379
"Sanford-Big.Buffalo.Creek.WWTP","PFUnA",2019-08-06,NA,1.27,"long",35.54719755,-79.21987282
"North.Harnett.Regional","PFUnA",2019-08-06,NA,4.91,"long",35.40727843,-78.8203801
"South.Burlington.WWTP","PFUnA",2019-08-06,NA,5.07,"long",36.02454813,-79.36944141
"Siler.City.Waste.Water.Treatment.Plant","PFUnA",2019-08-06,NA,10.1,"long",35.72833511,-79.42704286
"East.Burlington.WWTP","PFUnA",2019-08-06,5.28,NA,"long",36.09382721,-79.37771112
"Wilmington-James.A.Loughlin(Northside.WWTP","4.2",2019-08-05,NA,88.1,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","4.2",2019-08-05,NA,88.7,"short",34.16600449,-77.94528851
"City.of.Raeford","4.2",2019-08-05,NA,NA,"short",34.97691246,-79.1947716
"Wilmington-James.A.Loughlin(Northside.WWTP","6.2",2019-08-05,NA,89,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","6.2",2019-08-05,NA,89.6,"short",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","8.2",2019-08-05,NA,3.6,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","8.2",2019-08-05,NA,3.62,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","10.2",2019-08-05,NA,3.6,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","10.2",2019-08-05,NA,3.62,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","ADONA",2019-08-05,NA,1.87,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","ADONA",2019-08-05,NA,1.89,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","HFPO.DA",2019-08-05,NA,NA,"long",35.90402079,-78.97846588
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.EtFOSA",2019-08-05,NA,3.77,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","N.EtFOSA",2019-08-05,NA,18.7,"long",34.26246994,-77.92142112
"Wilmington-James.A.Loughlin(Northside.WWTP","N.EtFOSAA",2019-08-05,NA,3.75,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.EtFOSAA",2019-08-05,NA,3.77,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","N.EtFOSAA",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"City.of.Raeford","N.EtFOSAA",2019-08-05,NA,1900,"long",34.97691246,-79.1947716
"Durham.County.Triangle.Wastewater.Treatment.Plant","N.EtFOSAA",2019-08-05,0.964,NA,"long",35.8802467,-78.8932025
"City.of.Durham-South.Durham.Water.Reclamation","N.MeFOSAA",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","N.MeFOSAA",2019-08-05,NA,10.8,"long",35.8802467,-78.8932025
"Wilmington-James.A.Loughlin(Northside.WWTP","N.MeFOSAA",2019-08-05,NA,18.7,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.MeFOSAA",2019-08-05,NA,18.9,"long",34.16600449,-77.94528851
"City.of.Raeford","N.MeFOSAA",2019-08-05,NA,1900,"long",34.97691246,-79.1947716
"Wilmington-James.A.Loughlin(Northside.WWTP","Nafion.Byproduct.1",2019-08-05,NA,3.75,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","Nafion.Byproduct.1",2019-08-05,NA,3.77,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","Nafion.Byproduct.2",2019-08-05,1.27,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","Nafion.Byproduct.2",2019-08-05,1.75,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","N.EtFOSE",2019-08-05,NA,9.37,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.EtFOSE",2019-08-05,NA,9.43,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","N.MeFOSA",2019-08-05,NA,18.7,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.MeFOSA",2019-08-05,NA,18.9,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","N.MeFOSE",2019-08-05,NA,9.37,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","N.MeFOSE",2019-08-05,NA,9.43,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PF3ONS",2019-08-05,NA,1.75,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PF3ONS",2019-08-05,NA,1.76,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PF3OUdS",2019-08-05,NA,3.53,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PF3OUdS",2019-08-05,NA,3.55,"long",34.16600449,-77.94528851
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFBA",2019-08-05,NA,1.89,"short",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFBA",2019-08-05,NA,4.88,"short",35.90402079,-78.97846588
"Wilmington-James.A.Loughlin(Northside.WWTP","PFBA",2019-08-05,NA,9.37,"short",34.26246994,-77.92142112
"City.of.Raeford","PFBA",2019-08-05,NA,150,"short",34.97691246,-79.1947716
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFBA",2019-08-05,50.2,NA,"short",35.8802467,-78.8932025
"City.of.Durham-South.Durham.Water.Reclamation","PFBS",2019-08-05,NA,4.88,"short",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFBS",2019-08-05,NA,10.8,"short",35.8802467,-78.8932025
"Wilmington-James.A.Loughlin(Northside.WWTP","PFBS",2019-08-05,6.23,NA,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFBS",2019-08-05,6.4,NA,"short",34.16600449,-77.94528851
"City.of.Raeford","PFBS",2019-08-05,119,NA,"short",34.97691246,-79.1947716
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFDA",2019-08-05,NA,1.89,"long",34.16600449,-77.94528851
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFDA",2019-08-05,NA,10.8,"long",35.8802467,-78.8932025
"City.of.Raeford","PFDA",2019-08-05,NA,380,"long",34.97691246,-79.1947716
"Wilmington-James.A.Loughlin(Northside.WWTP","PFDA",2019-08-05,0.973,NA,"long",34.26246994,-77.92142112
"City.of.Durham-South.Durham.Water.Reclamation","PFDA",2019-08-05,6.93,NA,"long",35.90402079,-78.97846588
"Wilmington-James.A.Loughlin(Northside.WWTP","PFDoA",2019-08-05,NA,1.87,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFDoA",2019-08-05,NA,1.89,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFDoA",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFDoA",2019-08-05,NA,10.8,"long",35.8802467,-78.8932025
"City.of.Raeford","PFDoA",2019-08-05,NA,380,"long",34.97691246,-79.1947716
"Wilmington-James.A.Loughlin(Northside.WWTP","PFDS",2019-08-05,NA,1.82,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFDS",2019-08-05,NA,1.83,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFDS",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"City.of.Raeford","PFDS",2019-08-05,NA,77,"long",34.97691246,-79.1947716
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFDS",2019-08-05,2.62,NA,"long",35.8802467,-78.8932025
"Wilmington-James.A.Loughlin(Northside.WWTP","PFECA.G",2019-08-05,NA,3.75,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFECA.G",2019-08-05,NA,3.77,"long",34.16600449,-77.94528851
"City.of.Raeford","PFHpA",2019-08-05,NA,77,"short",34.97691246,-79.1947716
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFHpA",2019-08-05,1.34,NA,"short",35.8802467,-78.8932025
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHpA",2019-08-05,4.96,NA,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHpA",2019-08-05,5.89,NA,"short",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFHpA",2019-08-05,7.01,NA,"short",35.90402079,-78.97846588
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHpS",2019-08-05,NA,1.78,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHpS",2019-08-05,NA,1.79,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFHpS",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFHpS",2019-08-05,NA,10.8,"long",35.8802467,-78.8932025
"City.of.Raeford","PFHpS",2019-08-05,NA,77,"long",34.97691246,-79.1947716
"City.of.Raeford","PFHxA",2019-08-05,NA,77,"short",34.97691246,-79.1947716
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFHxA",2019-08-05,7.63,NA,"short",35.8802467,-78.8932025
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHxA",2019-08-05,14.2,NA,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHxA",2019-08-05,14.8,NA,"short",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFHxA",2019-08-05,26.7,NA,"short",35.90402079,-78.97846588
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHxDA",2019-08-05,NA,1.87,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHxDA",2019-08-05,NA,1.89,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFHxS",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFHxS",2019-08-05,NA,10.8,"long",35.8802467,-78.8932025
"Wilmington-James.A.Loughlin(Northside.WWTP","PFHxS",2019-08-05,3.69,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFHxS",2019-08-05,3.6,NA,"long",34.16600449,-77.94528851
"City.of.Raeford","PFHxS",2019-08-05,65.8,NA,"long",34.97691246,-79.1947716
"Wilmington-James.A.Loughlin(Northside.WWTP","PFMOAA",2019-08-05,48,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFMOAA",2019-08-05,56.7,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFMOBA",2019-08-05,6.67,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFMOBA",2019-08-05,7.2,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFMOPrA",2019-08-05,NA,3.75,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFMOPrA",2019-08-05,NA,3.77,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFNA",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFNA",2019-08-05,NA,10.8,"long",35.8802467,-78.8932025
"City.of.Raeford","PFNA",2019-08-05,NA,77,"long",34.97691246,-79.1947716
"Wilmington-James.A.Loughlin(Northside.WWTP","PFNA",2019-08-05,0.861,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFNA",2019-08-05,0.952,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFNS",2019-08-05,NA,1.8,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFNS",2019-08-05,NA,1.81,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFNS",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFNS",2019-08-05,NA,10.8,"long",35.8802467,-78.8932025
"City.of.Raeford","PFNS",2019-08-05,NA,77,"long",34.97691246,-79.1947716
