"Site","Sample.Date","Analyte","ppt","lab.qual","chain.length","lat","long"
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"NMeFOSAA",NA,80,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFBA",NA,80,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"NMeFOSAA",NA,80,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFBA",NA,80,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"NMeFOSAA",NA,80,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"PFBA",NA,80,"short",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-04-11,"PFDS",NA,80,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-04-11,"PFDS",NA,80,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-04-11,"PFDS",NA,80,"long",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"8.2",NA,80,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-06-13,"6.2",NA,80,"short",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-06-13,"8.2",NA,80,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-06-13,"NMeFOSAA",NA,80,"long",NA,NA
"NEWHOPECRKATSR1107NRBLANDS",2018-06-13,"6.2",NA,80,"short",NA,NA
"NEWHOPECRKATSR1107NRBLANDS",2018-06-13,"8.2",NA,80,"long",NA,NA
"NEWHOPECRKATSR1107NRBLANDS",2018-06-13,"NMeFOSAA",NA,80,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-04-11,"PFTriA",NA,80,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-05-09,"4.2",NA,80,"short",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-05-09,"NMeFOSAA",NA,80,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-05-09,"PFDoA",NA,80,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-05-09,"PFHxA",NA,80,"short",NA,NA
"PHILSCRKNRCAVANDER",2018-04-11,"PFTriA",NA,80,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-04-11,"PFTriA",NA,80,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"4.2",NA,80,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"NMeFOSAA",NA,80,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFDoA",NA,80,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFHxA",NA,80,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"PFUnA",NA,80,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"NMeFOSAA",NA,80,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"4.2",NA,80,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"NMeFOSAA",NA,80,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFDoA",NA,80,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFHxA",NA,80,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"6.2",NA,80,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"8.2",NA,80,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"NMeFOSAA",NA,80,"long",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"6.2",NA,80,"short",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"PFBA",NA,80,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"NMeFOSAA",NA,80,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFBA",NA,80,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFTriA",NA,80,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"NMeFOSAA",NA,80,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFDA",NA,80,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFHxA",NA,80,"short",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"NMeFOSAA",NA,80,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFDA",NA,80,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"NMeFOSAA",NA,80,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFDA",NA,80,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFHxA",NA,80,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFPeA",NA,80,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFPeA",NA,80,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFHxA",NA,80,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFPeA",NA,80,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFPeA",NA,80,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"NMeFOSAA",NA,80,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFDA",NA,80,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"8.2",NA,80,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"PFHxA",NA,80,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"PFOS",NA,80,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"PFPeA",NA,80,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"PFPeA",NA,80,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-10-25,"8.2",NA,80,"long",NA,NA
"RamseurLake(SandyCreekRes)",2018-08-22,"NMeFOSAA",NA,79,"long",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFTriA",NA,79,"long",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFTriA",NA,79,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-02-21,"PFTriA",NA,79,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-02-21,"PFTriA",NA,79,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-02-21,"PFTriA",NA,79,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFTriA",NA,79,"long",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFUnA",NA,79,"long",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFUnA",NA,79,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFTriA",NA,79,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFTriA",NA,79,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFTriA",NA,79,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-05-09,"8.2",NA,79,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"8.2",NA,79,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"8.2",NA,79,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"NMeFOSAA",NA,79,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFBA",NA,79,"short",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"NMeFOSAA",NA,79,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFBA",NA,79,"short",NA,NA
"NeuseRiver@SR2000",2018-08-16,"NMeFOSAA",NA,79,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFBA",NA,79,"short",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"8.2",NA,79,"long",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"8.2",NA,79,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-06-13,"8.2",NA,79,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"8.2",NA,79,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"PFDA",NA,79,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-05-09,"4.2",NA,79,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-05-09,"NMeFOSAA",NA,79,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-05-09,"PFDoA",NA,79,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-02-21,"NMeFOSAA",NA,79,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-06-13,"6.2",NA,79,"short",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-06-13,"8.2",NA,79,"long",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-06-13,"NMeFOSAA",NA,79,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-02-21,"NMeFOSAA",NA,79,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-06-13,"6.2",NA,79,"short",NA,NA
"PHILSCRKNRCAVANDER",2018-06-13,"NMeFOSAA",NA,79,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-02-21,"NMeFOSAA",NA,79,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-06-13,"6.2",NA,79,"short",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-06-13,"8.2",NA,79,"long",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-06-13,"NMeFOSAA",NA,79,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"6.2",NA,79,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"8.2",NA,79,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"NMeFOSAA",NA,79,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"NMeFOSAA",NA,79,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFBA",NA,79,"short",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFTriA",NA,79,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"4.2",NA,79,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"NMeFOSAA",NA,79,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFDoA",NA,79,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFUnA",NA,79,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"NMeFOSAA",NA,79,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"4.2",NA,79,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"NMeFOSAA",NA,79,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFDoA",NA,79,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFHxA",NA,79,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"6.2",NA,79,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"8.2",NA,79,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"NMeFOSAA",NA,79,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"6.2",NA,79,"short",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"NMeFOSAA",NA,79,"long",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"6.2",NA,79,"short",NA,NA
"HarrisLakeatSR1915nrCorinth,NC",2018-05-01,"PFBA",NA,79,"short",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"6.2",NA,79,"short",NA,NA
"BuckhornDamLakeUpstreamofDam",2018-05-01,"PFBA",NA,79,"short",NA,NA
"EnoRiver@SR1004",2018-10-25,"8.2",NA,79,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFHxA",NA,79,"short",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFOS",NA,79,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFPeA",NA,79,"short",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFPeA",NA,79,"short",NA,NA
"FlatRiver@SR1004",2018-10-25,"8.2",NA,79,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"NMeFOSAA",NA,79,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFDA",NA,79,"long",NA,NA
"KnapofReedsCreek",2018-11-29,"8.2",NA,79,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFHxA",NA,79,"short",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFHxA",NA,79,"short",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFOS",NA,79,"long",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFPeA",NA,79,"short",NA,NA
"NeuseRiver@SR2000",2018-08-16,"PFPeA",NA,79,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"NMeFOSAA",NA,79,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-07-26,"PFDA",NA,79,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"8.2",NA,79,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"8.2",NA,79,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-07-26,"NMeFOSAA",NA,79,"long",NA,NA
"EnoRiver@SR1004",2018-12-17,"8.2",NA,78,"long",NA,NA
"KnapofReedsCreek",2018-12-17,"8.2",NA,78,"long",NA,NA
"OakHollowLake,HighPoint",2018-08-22,"NMeFOSAA",NA,78,"long",NA,NA
"EnoRiver@SR1004",2018-12-17,"PFUnA",NA,78,"long",NA,NA
"KnapofReedsCreek",2018-12-17,"PFUnA",NA,78,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-02-21,"PFTriA",NA,78,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-02-21,"PFTriA",NA,78,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-02-21,"PFTriA",NA,78,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFTriA",NA,78,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFTriA",NA,78,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-05-09,"8.2",NA,78,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-05-09,"8.2",NA,78,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"NMeFOSAA",NA,78,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"NMeFOSAA",NA,78,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFBA",NA,78,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-04-11,"PFDS",NA,78,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-02-21,"NMeFOSAA",NA,78,"long",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-04-11,"PFTriA",NA,78,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-02-21,"NMeFOSAA",NA,78,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-05-09,"4.2",NA,78,"short",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-05-09,"NMeFOSAA",NA,78,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-05-09,"PFDoA",NA,78,"long",NA,NA
"THIRDFORKCRKATNC54NRDURHAM",2018-05-09,"PFHxA",NA,78,"short",NA,NA
"NEWHOPECRKATSR1107NRBLANDS",2018-01-03,"PFUnA",NA,78,"long",NA,NA
"NORTHEASTCRKATSR1731OKELLYCHURCHRDNRDURHAM",2018-01-03,"PFUnA",NA,78,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-05-09,"4.2",NA,78,"short",NA,NA
"PHILSCRKNRCAVANDER",2018-05-09,"NMeFOSAA",NA,78,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-05-09,"PFDoA",NA,78,"long",NA,NA
"PHILSCRKNRCAVANDER",2018-05-09,"PFHxA",NA,78,"short",NA,NA
"LakeBrandtatDamnearHillsdale",2018-07-12,"NMeFOSAA",NA,78,"long",NA,NA
"LakeBrandtatDamnearHillsdale",2018-07-12,"PFBA",NA,78,"short",NA,NA
"LakeBrandtatDamnearHillsdale",2018-07-12,"PFTriA",NA,78,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-02-21,"NMeFOSAA",NA,78,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"6.2",NA,78,"short",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"8.2",NA,78,"long",NA,NA
"GlenvilleLakeatDamNRFayetteville,NC",2018-06-06,"NMeFOSAA",NA,78,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFHxA",NA,78,"short",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFOS",NA,78,"long",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFPeA",NA,78,"short",NA,NA
"EnoRiver@SR1004",2018-08-16,"PFPeA",NA,78,"short",NA,NA
"NeuseRiver@SR2000",2018-11-29,"8.2",NA,78,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"NMeFOSAA",NA,78,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-07-26,"PFDA",NA,78,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFHxA",NA,78,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFOS",NA,78,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFPeA",NA,78,"short",NA,NA
"FallLake@I-85nearNorthsideNC",2018-08-16,"PFPeA",NA,78,"short",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-05-09,"8.2",NA,77,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"8.2",NA,77,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-04-11,"PFDS",NA,77,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-04-11,"PFTriA",NA,77,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"4.2",NA,77,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"NMeFOSAA",NA,77,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFDoA",NA,77,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFHxA",NA,77,"short",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-05-09,"4.2",NA,77,"short",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-05-09,"NMeFOSAA",NA,77,"long",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-05-09,"PFDoA",NA,77,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"6.2",NA,77,"short",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"8.2",NA,77,"long",NA,NA
"GrahamMebaneReservoiratDamnearHawRiver",2018-06-07,"NMeFOSAA",NA,77,"long",NA,NA
"FallLake@I-85nearNorthsideNC",2018-10-25,"8.2",NA,77,"long",NA,NA
"BuckeyeLake,BeechMtn",2018-08-21,"NMeFOSAA",NA,76,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFTriA",NA,76,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFTriA",NA,76,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFUnA",NA,76,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"8.2",NA,76,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFDS",NA,76,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFDS",NA,76,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"6.2",NA,76,"short",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFBA",NA,76,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFTriA",NA,76,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"6.2",NA,76,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"8.2",NA,76,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"NMeFOSAA",NA,76,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"NMeFOSAA",NA,76,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFTriA",NA,76,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"NMeFOSAA",NA,76,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFBA",NA,76,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"PFTriA",NA,76,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"8.2",NA,76,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFTriA",NA,75,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"NMeFOSAA",NA,75,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFBA",NA,75,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFHxA",NA,75,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFOS",NA,75,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFPeA",NA,75,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFPeA",NA,75,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"NMeFOSAA",NA,74,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFBA",NA,74,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFTriA",NA,74,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-02-21,"PFHxA",NA,69,"short",NA,NA
"KnapofReedsCreek",2018-08-16,"PFPeA",NA,60,"short",NA,NA
"KnapofReedsCreek",2018-08-16,"PFPeA",NA,60,"short",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-02-21,"PFHxA",NA,53,"short",NA,NA
"NeuseRiver@SR2000",2018-10-25,"4.2",NA,42,"short",NA,NA
"NeuseRiver@SR2000",2018-10-25,"6.2",NA,42,"short",NA,NA
"NeuseRiver@SR2000",2018-10-25,"FOSA",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"HFPO.DA",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"NMeFOSAA",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFBA",NA,42,"short",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFBS",NA,42,"short",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFDA",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFDoA",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFDS",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFHpA",NA,42,"short",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFHpS",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFHxA",NA,42,"short",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFHxS",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFNA",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFNS",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFOA",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFOS",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFPeA",NA,42,"short",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFPeS",NA,42,"short",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFTriA",NA,42,"long",NA,NA
"NeuseRiver@SR2000",2018-10-25,"PFUnA",NA,42,"long",NA,NA
"BooneASULake",2018-08-21,"HFPO.DA",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"HFPO.DA",NA,41,"long",NA,NA
"BlowingRockTownPond",2018-08-21,"HFPO.DA",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"4.2",NA,41,"short",NA,NA
"CityLake,HighPoint",2018-08-22,"6.2",NA,41,"short",NA,NA
"CityLake,HighPoint",2018-08-22,"8.2",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"FOSA",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFBA",NA,41,"short",NA,NA
"CityLake,HighPoint",2018-08-22,"PFBS",NA,41,"short",NA,NA
"CityLake,HighPoint",2018-08-22,"PFDA",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFDoA",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFDS",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFHpA",NA,41,"short",NA,NA
"CityLake,HighPoint",2018-08-22,"PFHpS",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFHxA",NA,41,"short",NA,NA
"CityLake,HighPoint",2018-08-22,"PFHxS",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFNA",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFNS",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFOA",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFPeS",NA,41,"short",NA,NA
"CityLake,HighPoint",2018-08-22,"PFTriA",NA,41,"long",NA,NA
"CityLake,HighPoint",2018-08-22,"PFUnA",NA,41,"long",NA,NA
"NeuseRiver@SR2000",2018-12-17,"4.2",NA,41,"short",NA,NA
"NeuseRiver@SR2000",2018-12-17,"6.2",NA,41,"short",NA,NA
"NeuseRiver@SR2000",2018-12-17,"FOSA",NA,41,"long",NA,NA
"NeuseRiver@SR2000",2018-12-17,"HFPO.DA",NA,41,"long",NA,NA
"NeuseRiver@SR2000",2018-12-17,"PFBA",NA,41,"short",NA,NA
"NeuseRiver@SR2000",2018-12-17,"PFBS",NA,41,"short",NA,NA
