"Site","Sample.Date","Analyte","ppt","lab.qual","chain.length","lat","long"
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFHpS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"6.2",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFDS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFDoA",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"4.2",NA,38,"short",NA,NA
"LakeMackintoshatDam",2018-05-03,"HFPO.DA",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFBS",NA,38,"short",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFDA",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFHpA",NA,38,"short",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFHpS",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFHxA",NA,38,"short",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFHxS",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFOA",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFOS",NA,38,"long",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFPeA",NA,38,"short",NA,NA
"LakeMackintoshatDam",2018-05-03,"PFPeS",NA,38,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"4.2",NA,38,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"6.2",NA,38,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"8.2",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"FOSA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"HFPO.DA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"NMeFOSAA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFBS",NA,38,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFDA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFDoA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFHpS",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFHxS",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFNA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFNS",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFOA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFPeS",NA,38,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFUnA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"4.2",NA,38,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"8.2",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"FOSA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"HFPO.DA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFBS",NA,38,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFDoA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFHpS",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFHxS",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFNA",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFNS",NA,38,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFPeS",NA,38,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-04-11,"PFUnA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"4.2",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"6.2",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"8.2",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"FOSA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"NMeFOSAA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFBA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFBS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFDA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFDoA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFHpA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFHpS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFHxA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFHxS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFNA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFNS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFOA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFOS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFPeS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-03-22,"PFUnA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"4.2",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"FOSA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"HFPO.DA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFBS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFDoA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFDS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFHpA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFHpS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFHxA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFHxS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFNA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFNS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFOA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFPeA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFPeS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFTriA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-06-13,"PFUnA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"4.2",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"8.2",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"FOSA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"HFPO.DA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFBS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFDA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFHpS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFHxA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFHxS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFNA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFNS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFOA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFOS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFPeS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-02-21,"PFUnA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"4.2",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"6.2",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"8.2",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"FOSA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"HFPO.DA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"NMeFOSAA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFBS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFDA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFDoA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFHpA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFHpS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFHxA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFHxS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFNA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFNS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFOA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFOS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFPeS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-03-22,"PFUnA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"4.2",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"8.2",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"FOSA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"HFPO.DA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFBA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFBS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFHpA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFHpS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFHxA",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFHxS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFNA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFNS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFOA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFOS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFPeS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-04-11,"PFUnA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"FOSA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"HFPO.DA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFBS",NA,38,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFDA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFHxS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFNA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFNS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFOA",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFOS",NA,38,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-05-09,"PFPeS",NA,38,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"4.2",NA,38,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"6.2",NA,38,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"8.2",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"FOSA",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"HFPO.DA",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFBS",NA,38,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"PFDA",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFDoA",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFDS",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFHpA",NA,38,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"PFHpS",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFHxA",NA,38,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"PFHxS",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFNA",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFNS",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFOA",NA,38,"long",NA,NA
"StonyCreekResatDam",2018-07-10,"PFPeA",NA,38,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"PFPeA",NA,38,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"PFPeS",NA,38,"short",NA,NA
"StonyCreekResatDam",2018-07-10,"PFUnA",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"4.2",NA,38,"short",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"6.2",NA,38,"short",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"FOSA",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"HFPO.DA",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"NMeFOSAA",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFBA",NA,38,"short",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFBS",NA,38,"short",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFDA",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFDoA",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFDS",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFHpA",NA,38,"short",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFHpS",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFHxA",NA,38,"short",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFHxS",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFNA",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFNS",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFOA",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFOS",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFPeA",NA,38,"short",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFPeS",NA,38,"short",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFTriA",NA,38,"long",NA,NA
"EllerbeCreek@SR1636",2018-10-25,"PFUnA",NA,38,"long",NA,NA
"NEWHOPECRKATSR1107NRBLANDS",2018-01-03,"PFPeA",NA,37,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-02-21,"PFPeA",NA,37,"short",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"PFOA",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFTriA",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFBS",NA,37,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFHxS",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFDS",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"4.2",NA,37,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"6.2",NA,37,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"8.2",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"FOSA",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"HFPO.DA",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"NMeFOSAA",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFBA",NA,37,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFBS",NA,37,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFDA",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFDoA",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFHpA",NA,37,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFHpS",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFHxA",NA,37,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFHxS",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFNA",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFNS",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFOA",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFOS",NA,37,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFPeA",NA,37,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFPeS",NA,37,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-03-22,"PFUnA",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"4.2",NA,37,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"6.2",NA,37,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"8.2",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"FOSA",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"HFPO.DA",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFBS",NA,37,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFDA",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFDoA",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFDS",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFHpA",NA,37,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFHpS",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFHxA",NA,37,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFHxS",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFNA",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFNS",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFOA",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFOS",NA,37,"long",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFPeA",NA,37,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFPeA",NA,37,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFPeS",NA,37,"short",NA,NA
"TurnerReservoiratLacy'sCreek",2018-07-10,"PFUnA",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"4.2",NA,37,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"6.2",NA,37,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"8.2",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"FOSA",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"HFPO.DA",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFDA",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFDoA",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFDS",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFHpA",NA,37,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFHpS",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFNA",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFNS",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFOA",NA,37,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFPeS",NA,37,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-08-16,"PFUnA",NA,37,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFHxA",NA,35,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-02-21,"PFHpA",NA,35,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-04-11,"PFPeA",NA,35,"short",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-05-09,"PFHxA",NA,35,"short",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-06-13,"PFHxA",NA,35,"short",NA,NA
"HAWRIVATSR1713NRBYNUM",2018-05-09,"PFBA",NA,34,"short",NA,NA
"NORTHEASTCRKATSR1100NRNELSON",2018-04-11,"PFPeA",NA,34,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFHpA",NA,33,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-03-22,"PFOS",NA,33,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-04-11,"PFHpA",NA,33,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFOS",NA,33,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFOA",NA,32,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFBA",NA,32,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFOA",NA,32,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFOS",NA,32,"long",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-05-09,"PFOA",NA,32,"long",NA,NA
"JORDANLAKEATNARROWSNEARBONSAL",2018-05-09,"PFPeA",NA,32,"short",NA,NA
